price,points,country,province,price_per_country_mean,price_per_country_mean_diff,price_per_country_median,price_per_country_median_diff,price_per_province_mean,price_per_province_mean_diff,price_per_province_median,price_per_province_median_diff,points_per_country_mean,points_per_country_median,points_per_province_mean,points_per_province_median
35.317716747442105,89,France,Loire Valley,40.08589605462504,-4.768179307182933,30.0,5.317716747442105,27.215918147549825,8.10179859989228,25.0,10.317716747442105,88.80617372577171,89.0,88.408,88.0
20.0,87,France,Alsace,40.08589605462504,-20.08589605462504,30.0,-10.0,28.822254858765376,-8.822254858765376,25.0,-5.0,88.80617372577171,89.0,89.33939393939394,89.0
110.0,98,US,California,36.23818813834525,73.76181186165475,30.0,80.0,38.68686189197347,71.31313810802652,33.0,77.0,88.59421613394215,88.0,88.67250115154307,89.0
80.0,88,Italy,Tuscany,39.645133428557564,40.354866571442436,34.5,45.5,47.502078681100365,32.497921318899635,35.317716747442105,44.682283252557895,88.64735945485519,88.0,89.08587257617728,89.0
25.0,88,Portugal,Douro,31.774150564134438,-6.7741505641344375,20.0,5.0,35.224563539447296,-10.224563539447296,23.0,2.0,88.33633633633633,88.0,88.82608695652173,88.0
53.0,95,US,Washington,36.23818813834525,16.76181186165475,30.0,23.0,32.15239425095908,20.847605749040923,28.0,25.0,88.59421613394215,88.0,88.8546511627907,89.0
50.0,90,US,Oregon,36.23818813834525,13.76181186165475,30.0,20.0,36.54054054054054,13.45945945945946,30.0,20.0,88.59421613394215,88.0,89.21321321321321,89.0
59.0,92,US,California,36.23818813834525,22.76181186165475,30.0,29.0,38.68686189197347,20.31313810802653,33.0,26.0,88.59421613394215,88.0,88.67250115154307,89.0
35.317716747442105,87,France,Alsace,40.08589605462504,-4.768179307182933,30.0,5.317716747442105,28.822254858765376,6.495461888676729,25.0,10.317716747442105,88.80617372577171,89.0,89.33939393939394,89.0
35.317716747442105,86,France,Loire Valley,40.08589605462504,-4.768179307182933,30.0,5.317716747442105,27.215918147549825,8.10179859989228,25.0,10.317716747442105,88.80617372577171,89.0,88.408,88.0
40.0,87,South Africa,Elgin,27.371567043618743,12.628432956381257,20.0,20.0,41.82942918686052,-1.8294291868605228,37.65885837372105,2.3411416262789473,88.26373626373626,88.0,87.75,87.0
60.0,91,France,Champagne,40.08589605462504,19.91410394537496,30.0,30.0,87.33810436891983,-27.33810436891983,60.0,0.0,88.80617372577171,89.0,89.86915887850468,89.0
12.0,87,Chile,Casablanca Valley,21.41172502899278,-9.41172502899278,15.0,-3.0,20.319148936170212,-8.319148936170212,20.0,-8.0,86.56313993174061,87.0,87.02127659574468,87.0
10.0,84,France,Languedoc-Roussillon,40.08589605462504,-30.08589605462504,30.0,-20.0,17.647714354095612,-7.647714354095612,15.0,-5.0,88.80617372577171,89.0,86.69444444444444,87.0
42.0,92,US,Washington,36.23818813834525,5.761811861654749,30.0,12.0,32.15239425095908,9.847605749040923,28.0,14.0,88.59421613394215,88.0,88.8546511627907,89.0
20.0,90,South Africa,Western Cape,27.371567043618743,-7.371567043618743,20.0,0.0,14.7,5.300000000000001,15.0,5.0,88.26373626373626,88.0,87.0,87.0
28.0,83,US,Oregon,36.23818813834525,-8.23818813834525,30.0,-2.0,36.54054054054054,-8.54054054054054,30.0,-2.0,88.59421613394215,88.0,89.21321321321321,89.0
14.0,85,US,Washington,36.23818813834525,-22.23818813834525,30.0,-16.0,32.15239425095908,-18.152394250959077,28.0,-14.0,88.59421613394215,88.0,88.8546511627907,89.0
55.0,94,US,Washington,36.23818813834525,18.76181186165475,30.0,25.0,32.15239425095908,22.847605749040923,28.0,27.0,88.59421613394215,88.0,88.8546511627907,89.0
50.0,91,Chile,Maule Valley,21.41172502899278,28.58827497100722,15.0,35.0,15.333333333333334,34.666666666666664,12.0,38.0,86.56313993174061,87.0,85.87878787878788,85.0
30.0,88,Austria,Weinviertel,30.039645319991028,-0.039645319991027606,29.0,1.0,25.070603721653796,4.9293962783462035,24.0,6.0,90.11650485436893,90.0,88.66666666666667,89.0
15.0,84,US,California,36.23818813834525,-21.23818813834525,30.0,-15.0,38.68686189197347,-23.68686189197347,33.0,-18.0,88.59421613394215,88.0,88.67250115154307,89.0
55.0,89,US,California,36.23818813834525,18.76181186165475,30.0,25.0,38.68686189197347,16.31313810802653,33.0,22.0,88.59421613394215,88.0,88.67250115154307,89.0
45.0,88,US,California,36.23818813834525,8.76181186165475,30.0,15.0,38.68686189197347,6.3131381080265285,33.0,12.0,88.59421613394215,88.0,88.67250115154307,89.0
35.317716747442105,86,Italy,Sicily & Sardinia,39.645133428557564,-4.327416681115459,34.5,0.8177167474421054,30.262868636953975,5.05484811048813,28.5,6.817716747442105,88.64735945485519,88.0,88.15686274509804,88.0
27.0,87,US,California,36.23818813834525,-9.23818813834525,30.0,-3.0,38.68686189197347,-11.686861891973471,33.0,-6.0,88.59421613394215,88.0,88.67250115154307,89.0
16.0,90,US,Oregon,36.23818813834525,-20.23818813834525,30.0,-14.0,36.54054054054054,-20.54054054054054,30.0,-14.0,88.59421613394215,88.0,89.21321321321321,89.0
7.0,84,Chile,Central Valley,21.41172502899278,-14.41172502899278,15.0,-8.0,12.666666666666666,-5.666666666666666,10.0,-3.0,86.56313993174061,87.0,84.23333333333333,84.0
25.0,87,Italy,Piedmont,39.645133428557564,-14.645133428557564,34.5,-9.5,50.02047247781605,-25.02047247781605,40.0,-15.0,88.64735945485519,88.0,89.5,89.0
103.0,89,France,Loire Valley,40.08589605462504,62.91410394537496,30.0,73.0,27.215918147549825,75.78408185245017,25.0,78.0,88.80617372577171,89.0,88.408,88.0
30.0,90,France,Bordeaux,40.08589605462504,-10.085896054625039,30.0,0.0,35.069461044637414,-5.069461044637414,29.0,1.0,88.80617372577171,89.0,88.49864498644986,88.0
14.0,85,Italy,Sicily & Sardinia,39.645133428557564,-25.645133428557564,34.5,-20.5,30.262868636953975,-16.262868636953975,28.5,-14.5,88.64735945485519,88.0,88.15686274509804,88.0
35.0,88,US,California,36.23818813834525,-1.2381881383452509,30.0,5.0,38.68686189197347,-3.6868618919734715,33.0,2.0,88.59421613394215,88.0,88.67250115154307,89.0
198.0,94,Italy,Veneto,39.645133428557564,158.35486657144244,34.5,163.5,34.6926756603655,163.3073243396345,24.5,173.5,88.64735945485519,88.0,88.13636363636364,88.0
20.0,84,France,Bordeaux,40.08589605462504,-20.08589605462504,30.0,-10.0,35.069461044637414,-15.069461044637414,29.0,-9.0,88.80617372577171,89.0,88.49864498644986,88.0
24.0,91,US,California,36.23818813834525,-12.23818813834525,30.0,-6.0,38.68686189197347,-14.686861891973471,33.0,-9.0,88.59421613394215,88.0,88.67250115154307,89.0
45.0,92,US,California,36.23818813834525,8.76181186165475,30.0,15.0,38.68686189197347,6.3131381080265285,33.0,12.0,88.59421613394215,88.0,88.67250115154307,89.0
29.0,87,New Zealand,Marlborough,29.063291139240505,-0.06329113924050489,24.0,5.0,22.75,6.25,21.0,8.0,88.87341772151899,89.0,88.45,88.0
25.0,88,US,Oregon,36.23818813834525,-11.23818813834525,30.0,-5.0,36.54054054054054,-11.54054054054054,30.0,-5.0,88.59421613394215,88.0,89.21321321321321,89.0
40.0,86,France,Alsace,40.08589605462504,-0.08589605462503869,30.0,10.0,28.822254858765376,11.177745141234624,25.0,15.0,88.80617372577171,89.0,89.33939393939394,89.0
35.317716747442105,90,Italy,Piedmont,39.645133428557564,-4.327416681115459,34.5,0.8177167474421054,50.02047247781605,-14.702755730373944,40.0,-4.682283252557895,88.64735945485519,88.0,89.5,89.0
15.0,89,US,California,36.23818813834525,-21.23818813834525,30.0,-15.0,38.68686189197347,-23.68686189197347,33.0,-18.0,88.59421613394215,88.0,88.67250115154307,89.0
17.0,90,Spain,Galicia,25.583870843967777,-8.583870843967777,18.0,-1.0,20.0,-3.0,18.5,-1.5,87.06388206388206,87.0,88.21428571428571,88.5
30.0,92,US,Washington,36.23818813834525,-6.238188138345251,30.0,0.0,32.15239425095908,-2.1523942509590768,28.0,2.0,88.59421613394215,88.0,88.8546511627907,89.0
13.0,89,France,Alsace,40.08589605462504,-27.08589605462504,30.0,-17.0,28.822254858765376,-15.822254858765376,25.0,-12.0,88.80617372577171,89.0,89.33939393939394,89.0
34.0,90,Spain,Northern Spain,25.583870843967777,8.416129156032223,18.0,16.0,26.051110857873205,7.948889142126795,18.0,16.0,87.06388206388206,87.0,86.95850622406638,87.0
18.0,85,France,Provence,40.08589605462504,-22.08589605462504,30.0,-12.0,25.354167827233397,-7.354167827233397,23.0,-5.0,88.80617372577171,89.0,88.45977011494253,89.0
30.0,87,US,California,36.23818813834525,-6.238188138345251,30.0,0.0,38.68686189197347,-8.686861891973471,33.0,-3.0,88.59421613394215,88.0,88.67250115154307,89.0
28.0,90,Israel,Shomron,33.81818181818182,-5.81818181818182,26.5,1.5,23.0,5.0,23.0,5.0,88.5,89.0,89.5,89.5
50.0,92,US,Washington,36.23818813834525,13.76181186165475,30.0,20.0,32.15239425095908,17.847605749040923,28.0,22.0,88.59421613394215,88.0,88.8546511627907,89.0
37.0,88,US,California,36.23818813834525,0.7618118616547491,30.0,7.0,38.68686189197347,-1.6868618919734715,33.0,4.0,88.59421613394215,88.0,88.67250115154307,89.0
25.0,84,US,California,36.23818813834525,-11.23818813834525,30.0,-5.0,38.68686189197347,-13.686861891973471,33.0,-8.0,88.59421613394215,88.0,88.67250115154307,89.0
35.317716747442105,87,Italy,Tuscany,39.645133428557564,-4.327416681115459,34.5,0.8177167474421054,47.502078681100365,-12.18436193365826,35.317716747442105,0.0,88.64735945485519,88.0,89.08587257617728,89.0
195.0,95,France,Burgundy,40.08589605462504,154.91410394537496,30.0,165.0,62.98597286639918,132.01402713360082,35.317716747442105,159.6822832525579,88.80617372577171,89.0,89.5241935483871,89.0
24.0,88,France,Bordeaux,40.08589605462504,-16.08589605462504,30.0,-6.0,35.069461044637414,-11.069461044637414,29.0,-5.0,88.80617372577171,89.0,88.49864498644986,88.0
79.0,93,Italy,Veneto,39.645133428557564,39.354866571442436,34.5,44.5,34.6926756603655,44.3073243396345,24.5,54.5,88.64735945485519,88.0,88.13636363636364,88.0
23.0,85,US,Washington,36.23818813834525,-13.23818813834525,30.0,-7.0,32.15239425095908,-9.152394250959077,28.0,-5.0,88.59421613394215,88.0,88.8546511627907,89.0
15.0,86,Argentina,Mendoza Province,23.45132060431057,-8.45132060431057,16.5,-1.5,23.980940757619585,-8.980940757619585,17.0,-2.0,86.48425196850394,86.0,86.60698689956332,86.0
35.317716747442105,95,Italy,Piedmont,39.645133428557564,-4.327416681115459,34.5,0.8177167474421054,50.02047247781605,-14.702755730373944,40.0,-4.682283252557895,88.64735945485519,88.0,89.5,89.0
35.0,91,US,California,36.23818813834525,-1.2381881383452509,30.0,5.0,38.68686189197347,-3.6868618919734715,33.0,2.0,88.59421613394215,88.0,88.67250115154307,89.0
16.0,87,Austria,Niederösterreich,30.039645319991028,-14.039645319991028,29.0,-13.0,22.767960930681667,-6.767960930681667,19.0,-3.0,90.11650485436893,90.0,89.13793103448276,89.0
52.0,90,US,California,36.23818813834525,15.76181186165475,30.0,22.0,38.68686189197347,13.313138108026529,33.0,19.0,88.59421613394215,88.0,88.67250115154307,89.0
35.317716747442105,91,Italy,Piedmont,39.645133428557564,-4.327416681115459,34.5,0.8177167474421054,50.02047247781605,-14.702755730373944,40.0,-4.682283252557895,88.64735945485519,88.0,89.5,89.0
75.0,90,US,California,36.23818813834525,38.76181186165475,30.0,45.0,38.68686189197347,36.31313810802653,33.0,42.0,88.59421613394215,88.0,88.67250115154307,89.0
13.0,88,US,Texas,36.23818813834525,-23.23818813834525,30.0,-17.0,21.666666666666668,-8.666666666666668,22.0,-9.0,88.59421613394215,88.0,87.0,88.0
32.0,92,Spain,Northern Spain,25.583870843967777,6.416129156032223,18.0,14.0,26.051110857873205,5.948889142126795,18.0,14.0,87.06388206388206,87.0,86.95850622406638,87.0
35.317716747442105,88,Portugal,Douro,31.774150564134438,3.543566183307668,20.0,15.317716747442105,35.224563539447296,0.09315320799480986,23.0,12.317716747442105,88.33633633633633,88.0,88.82608695652173,88.0
50.0,93,Italy,Tuscany,39.645133428557564,10.354866571442436,34.5,15.5,47.502078681100365,2.4979213188996354,35.317716747442105,14.682283252557895,88.64735945485519,88.0,89.08587257617728,89.0
19.0,87,Italy,Sicily & Sardinia,39.645133428557564,-20.645133428557564,34.5,-15.5,30.262868636953975,-11.262868636953975,28.5,-9.5,88.64735945485519,88.0,88.15686274509804,88.0
25.0,88,Croatia,Peljesac,20.75,4.25,22.5,2.5,25.0,0.0,25.0,0.0,86.75,87.5,88.0,88.0
35.317716747442105,93,Austria,Kremstal,30.039645319991028,5.278071427451078,29.0,6.317716747442105,35.87594849953493,-0.5582317520928228,35.317716747442105,0.0,90.11650485436893,90.0,91.04545454545455,91.5
79.0,90,Italy,Piedmont,39.645133428557564,39.354866571442436,34.5,44.5,50.02047247781605,28.97952752218395,40.0,39.0,88.64735945485519,88.0,89.5,89.0
90.0,92,US,Oregon,36.23818813834525,53.76181186165475,30.0,60.0,36.54054054054054,53.45945945945946,30.0,60.0,88.59421613394215,88.0,89.21321321321321,89.0
49.0,92,France,Loire Valley,40.08589605462504,8.914103945374961,30.0,19.0,27.215918147549825,21.784081852450175,25.0,24.0,88.80617372577171,89.0,88.408,88.0
30.0,90,US,California,36.23818813834525,-6.238188138345251,30.0,0.0,38.68686189197347,-8.686861891973471,33.0,-3.0,88.59421613394215,88.0,88.67250115154307,89.0
44.0,93,US,California,36.23818813834525,7.761811861654749,30.0,14.0,38.68686189197347,5.3131381080265285,33.0,11.0,88.59421613394215,88.0,88.67250115154307,89.0
38.0,87,Italy,Tuscany,39.645133428557564,-1.645133428557564,34.5,3.5,47.502078681100365,-9.502078681100365,35.317716747442105,2.6822832525578946,88.64735945485519,88.0,89.08587257617728,89.0
14.0,91,Austria,Kamptal,30.039645319991028,-16.039645319991028,29.0,-15.0,28.707428999555145,-14.707428999555145,30.0,-16.0,90.11650485436893,90.0,90.6086956521739,91.0
60.0,93,US,California,36.23818813834525,23.76181186165475,30.0,30.0,38.68686189197347,21.31313810802653,33.0,27.0,88.59421613394215,88.0,88.67250115154307,89.0
375.0,95,France,Bordeaux,40.08589605462504,334.91410394537496,30.0,345.0,35.069461044637414,339.9305389553626,29.0,346.0,88.80617372577171,89.0,88.49864498644986,88.0
18.0,88,Austria,Kremstal,30.039645319991028,-12.039645319991028,29.0,-11.0,35.87594849953493,-17.87594849953493,35.317716747442105,-17.317716747442105,90.11650485436893,90.0,91.04545454545455,91.5
13.0,83,US,New York,36.23818813834525,-23.23818813834525,30.0,-17.0,21.666666666666668,-8.666666666666668,20.0,-7.0,88.59421613394215,88.0,87.01785714285714,87.0
16.0,87,Italy,Sicily & Sardinia,39.645133428557564,-23.645133428557564,34.5,-18.5,30.262868636953975,-14.262868636953975,28.5,-12.5,88.64735945485519,88.0,88.15686274509804,88.0
38.0,92,US,California,36.23818813834525,1.7618118616547491,30.0,8.0,38.68686189197347,-0.6868618919734715,33.0,5.0,88.59421613394215,88.0,88.67250115154307,89.0
18.0,85,US,California,36.23818813834525,-18.23818813834525,30.0,-12.0,38.68686189197347,-20.68686189197347,33.0,-15.0,88.59421613394215,88.0,88.67250115154307,89.0
50.0,90,US,California,36.23818813834525,13.76181186165475,30.0,20.0,38.68686189197347,11.313138108026529,33.0,17.0,88.59421613394215,88.0,88.67250115154307,89.0
28.0,90,US,California,36.23818813834525,-8.23818813834525,30.0,-2.0,38.68686189197347,-10.686861891973471,33.0,-5.0,88.59421613394215,88.0,88.67250115154307,89.0
17.0,88,US,Oregon,36.23818813834525,-19.23818813834525,30.0,-13.0,36.54054054054054,-19.54054054054054,30.0,-13.0,88.59421613394215,88.0,89.21321321321321,89.0
27.0,91,France,Champagne,40.08589605462504,-13.085896054625039,30.0,-3.0,87.33810436891983,-60.33810436891983,60.0,-33.0,88.80617372577171,89.0,89.86915887850468,89.0
11.0,84,Chile,Maule Valley,21.41172502899278,-10.41172502899278,15.0,-4.0,15.333333333333334,-4.333333333333334,12.0,-1.0,86.56313993174061,87.0,85.87878787878788,85.0
35.317716747442105,90,Italy,Piedmont,39.645133428557564,-4.327416681115459,34.5,0.8177167474421054,50.02047247781605,-14.702755730373944,40.0,-4.682283252557895,88.64735945485519,88.0,89.5,89.0
13.0,88,US,California,36.23818813834525,-23.23818813834525,30.0,-17.0,38.68686189197347,-25.68686189197347,33.0,-20.0,88.59421613394215,88.0,88.67250115154307,89.0
40.0,89,US,New York,36.23818813834525,3.761811861654749,30.0,10.0,21.666666666666668,18.333333333333332,20.0,20.0,88.59421613394215,88.0,87.01785714285714,87.0
21.0,92,US,Oregon,36.23818813834525,-15.23818813834525,30.0,-9.0,36.54054054054054,-15.54054054054054,30.0,-9.0,88.59421613394215,88.0,89.21321321321321,89.0
35.317716747442105,90,France,Bordeaux,40.08589605462504,-4.768179307182933,30.0,5.317716747442105,35.069461044637414,0.24825570280469123,29.0,6.317716747442105,88.80617372577171,89.0,88.49864498644986,88.0
65.0,91,US,California,36.23818813834525,28.76181186165475,30.0,35.0,38.68686189197347,26.31313810802653,33.0,32.0,88.59421613394215,88.0,88.67250115154307,89.0
39.0,85,Greece,Epanomi,27.06896551724138,11.93103448275862,24.0,15.0,59.0,-20.0,59.0,-20.0,87.55172413793103,87.0,86.5,86.5
20.0,82,Chile,Central Valley,21.41172502899278,-1.4117250289927803,15.0,5.0,12.666666666666666,7.333333333333334,10.0,10.0,86.56313993174061,87.0,84.23333333333333,84.0
44.0,91,US,California,36.23818813834525,7.761811861654749,30.0,14.0,38.68686189197347,5.3131381080265285,33.0,11.0,88.59421613394215,88.0,88.67250115154307,89.0
36.0,88,US,California,36.23818813834525,-0.23818813834525088,30.0,6.0,38.68686189197347,-2.6868618919734715,33.0,3.0,88.59421613394215,88.0,88.67250115154307,89.0
70.0,91,US,California,36.23818813834525,33.76181186165475,30.0,40.0,38.68686189197347,31.31313810802653,33.0,37.0,88.59421613394215,88.0,88.67250115154307,89.0
30.0,90,US,Washington,36.23818813834525,-6.238188138345251,30.0,0.0,32.15239425095908,-2.1523942509590768,28.0,2.0,88.59421613394215,88.0,88.8546511627907,89.0
16.0,87,US,California,36.23818813834525,-20.23818813834525,30.0,-14.0,38.68686189197347,-22.68686189197347,33.0,-17.0,88.59421613394215,88.0,88.67250115154307,89.0
95.0,94,US,California,36.23818813834525,58.76181186165475,30.0,65.0,38.68686189197347,56.31313810802653,33.0,62.0,88.59421613394215,88.0,88.67250115154307,89.0
12.0,80,Argentina,Other,23.45132060431057,-11.45132060431057,16.5,-4.5,18.6,-6.600000000000001,15.0,-3.0,86.48425196850394,86.0,85.36,86.0
30.0,89,US,California,36.23818813834525,-6.238188138345251,30.0,0.0,38.68686189197347,-8.686861891973471,33.0,-3.0,88.59421613394215,88.0,88.67250115154307,89.0
13.0,85,Argentina,Mendoza Province,23.45132060431057,-10.45132060431057,16.5,-3.5,23.980940757619585,-10.980940757619585,17.0,-4.0,86.48425196850394,86.0,86.60698689956332,86.0
12.0,86,Spain,Northern Spain,25.583870843967777,-13.583870843967777,18.0,-6.0,26.051110857873205,-14.051110857873205,18.0,-6.0,87.06388206388206,87.0,86.95850622406638,87.0
16.0,87,US,Washington,36.23818813834525,-20.23818813834525,30.0,-14.0,32.15239425095908,-16.152394250959077,28.0,-12.0,88.59421613394215,88.0,88.8546511627907,89.0
18.0,90,Chile,Maule Valley,21.41172502899278,-3.4117250289927803,15.0,3.0,15.333333333333334,2.666666666666666,12.0,6.0,86.56313993174061,87.0,85.87878787878788,85.0
22.0,87,Australia,Western Australia,33.75182481751825,-11.751824817518248,22.0,0.0,32.611111111111114,-10.611111111111114,25.0,-3.0,88.67883211678833,89.0,89.27777777777777,89.5
16.0,89,France,Beaujolais,40.08589605462504,-24.08589605462504,30.0,-14.0,22.93595803665809,-6.935958036658089,21.5,-5.5,88.80617372577171,89.0,88.48148148148148,89.0
36.0,88,US,California,36.23818813834525,-0.23818813834525088,30.0,6.0,38.68686189197347,-2.6868618919734715,33.0,3.0,88.59421613394215,88.0,88.67250115154307,89.0
12.0,89,Germany,Mosel,45.66119640636441,-33.66119640636441,28.0,-16.0,30.627902146318945,-18.627902146318945,27.0,-15.0,89.9136690647482,90.0,90.01428571428572,90.0
15.0,88,France,Bordeaux,40.08589605462504,-25.08589605462504,30.0,-15.0,35.069461044637414,-20.069461044637414,29.0,-14.0,88.80617372577171,89.0,88.49864498644986,88.0
25.0,90,Austria,Wachau,30.039645319991028,-5.039645319991028,29.0,-4.0,40.8730479267636,-15.873047926763597,36.65885837372105,-11.658858373721053,90.11650485436893,90.0,92.20833333333333,92.5
19.0,88,Italy,Central Italy,39.645133428557564,-20.645133428557564,34.5,-15.5,28.530746782010524,-9.530746782010524,20.0,-1.0,88.64735945485519,88.0,87.45161290322581,87.0
18.0,85,US,California,36.23818813834525,-18.23818813834525,30.0,-12.0,38.68686189197347,-20.68686189197347,33.0,-15.0,88.59421613394215,88.0,88.67250115154307,89.0
112.0,92,Portugal,Madeira,31.774150564134438,80.22584943586557,20.0,92.0,73.65885837372105,38.341141626278954,73.65885837372105,38.341141626278954,88.33633633633633,88.0,92.5,92.5
15.0,87,US,Washington,36.23818813834525,-21.23818813834525,30.0,-15.0,32.15239425095908,-17.152394250959077,28.0,-13.0,88.59421613394215,88.0,88.8546511627907,89.0
45.0,89,US,California,36.23818813834525,8.76181186165475,30.0,15.0,38.68686189197347,6.3131381080265285,33.0,12.0,88.59421613394215,88.0,88.67250115154307,89.0
28.0,90,Italy,Piedmont,39.645133428557564,-11.645133428557564,34.5,-6.5,50.02047247781605,-22.02047247781605,40.0,-12.0,88.64735945485519,88.0,89.5,89.0
44.0,88,France,Southwest France,40.08589605462504,3.9141039453749613,30.0,14.0,27.800927421767494,16.199072578232506,21.0,23.0,88.80617372577171,89.0,88.87777777777778,89.0
10.0,87,South Africa,Western Cape,27.371567043618743,-17.371567043618743,20.0,-10.0,14.7,-4.699999999999999,15.0,-5.0,88.26373626373626,88.0,87.0,87.0
33.0,86,France,Bordeaux,40.08589605462504,-7.085896054625039,30.0,3.0,35.069461044637414,-2.069461044637414,29.0,4.0,88.80617372577171,89.0,88.49864498644986,88.0
35.317716747442105,92,France,Burgundy,40.08589605462504,-4.768179307182933,30.0,5.317716747442105,62.98597286639918,-27.668256118957075,35.317716747442105,0.0,88.80617372577171,89.0,89.5241935483871,89.0
16.0,84,US,California,36.23818813834525,-20.23818813834525,30.0,-14.0,38.68686189197347,-22.68686189197347,33.0,-17.0,88.59421613394215,88.0,88.67250115154307,89.0
18.0,84,Spain,Northern Spain,25.583870843967777,-7.583870843967777,18.0,0.0,26.051110857873205,-8.051110857873205,18.0,0.0,87.06388206388206,87.0,86.95850622406638,87.0
13.0,90,France,Rhône Valley,40.08589605462504,-27.08589605462504,30.0,-17.0,34.3144267156483,-21.314426715648302,24.0,-11.0,88.80617372577171,89.0,88.65753424657534,89.0
30.0,85,US,California,36.23818813834525,-6.238188138345251,30.0,0.0,38.68686189197347,-8.686861891973471,33.0,-3.0,88.59421613394215,88.0,88.67250115154307,89.0
15.0,88,Spain,Catalonia,25.583870843967777,-10.583870843967777,18.0,-3.0,26.510902889965895,-11.510902889965895,18.0,-3.0,87.06388206388206,87.0,87.18666666666667,87.0
32.0,84,France,Burgundy,40.08589605462504,-8.085896054625039,30.0,2.0,62.98597286639918,-30.98597286639918,35.317716747442105,-3.3177167474421054,88.80617372577171,89.0,89.5241935483871,89.0
28.0,90,Italy,Tuscany,39.645133428557564,-11.645133428557564,34.5,-6.5,47.502078681100365,-19.502078681100365,35.317716747442105,-7.317716747442105,88.64735945485519,88.0,89.08587257617728,89.0
28.0,88,France,Southwest France,40.08589605462504,-12.085896054625039,30.0,-2.0,27.800927421767494,0.19907257823250646,21.0,7.0,88.80617372577171,89.0,88.87777777777778,89.0
28.0,91,US,California,36.23818813834525,-8.23818813834525,30.0,-2.0,38.68686189197347,-10.686861891973471,33.0,-5.0,88.59421613394215,88.0,88.67250115154307,89.0
35.317716747442105,86,France,Alsace,40.08589605462504,-4.768179307182933,30.0,5.317716747442105,28.822254858765376,6.495461888676729,25.0,10.317716747442105,88.80617372577171,89.0,89.33939393939394,89.0
50.0,86,US,California,36.23818813834525,13.76181186165475,30.0,20.0,38.68686189197347,11.313138108026529,33.0,17.0,88.59421613394215,88.0,88.67250115154307,89.0
50.0,91,US,California,36.23818813834525,13.76181186165475,30.0,20.0,38.68686189197347,11.313138108026529,33.0,17.0,88.59421613394215,88.0,88.67250115154307,89.0
13.0,85,France,Southwest France,40.08589605462504,-27.08589605462504,30.0,-17.0,27.800927421767494,-14.800927421767494,21.0,-8.0,88.80617372577171,89.0,88.87777777777778,89.0
45.0,86,US,California,36.23818813834525,8.76181186165475,30.0,15.0,38.68686189197347,6.3131381080265285,33.0,12.0,88.59421613394215,88.0,88.67250115154307,89.0
15.0,87,Spain,Levante,25.583870843967777,-10.583870843967777,18.0,-3.0,20.73913043478261,-5.739130434782609,15.0,0.0,87.06388206388206,87.0,86.78260869565217,86.0
30.0,87,US,California,36.23818813834525,-6.238188138345251,30.0,0.0,38.68686189197347,-8.686861891973471,33.0,-3.0,88.59421613394215,88.0,88.67250115154307,89.0
80.0,94,US,Washington,36.23818813834525,43.76181186165475,30.0,50.0,32.15239425095908,47.84760574904092,28.0,52.0,88.59421613394215,88.0,88.8546511627907,89.0
14.0,86,US,Oregon,36.23818813834525,-22.23818813834525,30.0,-16.0,36.54054054054054,-22.54054054054054,30.0,-16.0,88.59421613394215,88.0,89.21321321321321,89.0
20.0,91,France,Southwest France,40.08589605462504,-20.08589605462504,30.0,-10.0,27.800927421767494,-7.8009274217674935,21.0,-1.0,88.80617372577171,89.0,88.87777777777778,89.0
55.0,91,US,Washington,36.23818813834525,18.76181186165475,30.0,25.0,32.15239425095908,22.847605749040923,28.0,27.0,88.59421613394215,88.0,88.8546511627907,89.0
35.317716747442105,92,South Africa,Simonsberg-Stellenbosch,27.371567043618743,7.946149703823362,20.0,15.317716747442105,27.658858373721053,7.658858373721053,27.658858373721053,7.658858373721053,88.26373626373626,88.0,89.0,89.0
50.0,87,Argentina,Mendoza Province,23.45132060431057,26.54867939568943,16.5,33.5,23.980940757619585,26.019059242380415,17.0,33.0,86.48425196850394,86.0,86.60698689956332,86.0
15.0,85,France,Beaujolais,40.08589605462504,-25.08589605462504,30.0,-15.0,22.93595803665809,-7.935958036658089,21.5,-6.5,88.80617372577171,89.0,88.48148148148148,89.0
25.0,84,US,North Carolina,36.23818813834525,-11.23818813834525,30.0,-5.0,37.5,-12.5,37.5,-12.5,88.59421613394215,88.0,86.0,86.0
75.0,92,US,California,36.23818813834525,38.76181186165475,30.0,45.0,38.68686189197347,36.31313810802653,33.0,42.0,88.59421613394215,88.0,88.67250115154307,89.0
15.0,88,France,Bordeaux,40.08589605462504,-25.08589605462504,30.0,-15.0,35.069461044637414,-20.069461044637414,29.0,-14.0,88.80617372577171,89.0,88.49864498644986,88.0
65.0,90,US,California,36.23818813834525,28.76181186165475,30.0,35.0,38.68686189197347,26.31313810802653,33.0,32.0,88.59421613394215,88.0,88.67250115154307,89.0
30.0,89,US,California,36.23818813834525,-6.238188138345251,30.0,0.0,38.68686189197347,-8.686861891973471,33.0,-3.0,88.59421613394215,88.0,88.67250115154307,89.0
35.317716747442105,86,Italy,Italy Other,39.645133428557564,-4.327416681115459,34.5,0.8177167474421054,34.93923891581404,0.3784778316280679,35.15885837372105,0.15885837372105271,88.64735945485519,88.0,88.83333333333333,89.0
13.0,83,US,California,36.23818813834525,-23.23818813834525,30.0,-17.0,38.68686189197347,-25.68686189197347,33.0,-20.0,88.59421613394215,88.0,88.67250115154307,89.0
